b'RT @ThatUmbrella: Imagine using NAZIS and HITLER as a GOTCHA because you hate male survivors of domestic abuse that much. \n\nBtw. Johnny Dep\xe2\x80\xa6'
b'RT @ninasdepp: what i need in life is Robert Downer Jr. and Johnny Depp in the same movie https://t.co/crbfcbg2uD'
b'RT @greyswift45: @WeekesPrincess Did you watch the trial?  The trial painted a different picture of what happened between them.  \nQuick que\xe2\x80\xa6'
b'@SocratesSnow @LauraBockov Some would say that Depp was the abuser.'
b'RT @Breezy_417: I\xe2\x80\x99m truly sorry for Jason Momoa but Amber Heard just triggered myself and thousands of other survivors of sexual assault to\xe2\x80\xa6'
b'RT @GellertDepp: I loveeee that Johnny Depp never asked Kate Moss to testify because he knew how private she is but Kate was so angry about\xe2\x80\xa6'
b'@solacingg @davelanger2k @SaraGei34356271 @Matagot27 It didn\xe2\x80\x99t fit the USA courts narrative? The USA court is in collusion with Johnny depp?'
b'RT @Breezy_417: I\xe2\x80\x99m truly sorry for Jason Momoa but Amber Heard just triggered myself and thousands of other survivors of sexual assault to\xe2\x80\xa6'
b'Why hasn\xe2\x80\x99t anyone handled Johnny Depp and Marylin Manson yet? They used sh00t male celebs what happened to that'
b'@Sangham99732471 @linkedupshow @fairlyfuct Ahhh then I suppose it\xe2\x80\x99s ok to expect her to drop a few million every ti\xe2\x80\xa6 https://t.co/Lew8LPVrKs'
b'Warner Bros will only get the message if they are confronted head on. They fired Depp based on an accusation. Now d\xe2\x80\xa6 https://t.co/Zjlj0H8Bh6'
"b""RT @tralalalumbum: I'm not sure how many respondents @Forbes had (did they disclose that?) when they did they survey on Johnny Depp so why\xe2\x80\xa6"""
"b""RT @TIME: What legal experts think of Amber Heard's chances on appeal https://t.co/gLMCbsVtkZ"""
"b'RT @AnUnabashedNerd: Johnny Depp didn\xe2\x80\x99t sue Amber Heard until the trial in Virginia. Contrary to popular belief, Depp did NOT sue Heard in\xe2\x80\xa6'"
b'RT @ReemDepp: #AmberHeardlsAnAbuser PR and her team trying hard to fill social media with false news about Johnny Depp! Sorry but millions\xe2\x80\xa6'
"b'RT @0rang3youglad: It has been deeply disturbing to see media outlets like Vox insinuate that Johnny Depp could not be abused because he ""h\xe2\x80\xa6'"
b'RT @FoxNews: Amber Heard is seen for the first time since verdict in defamation trial against Johnny Depp\nhttps://t.co/B64KG6nEE3'
b'@fcukyeahtaylor @baddepptakes No. He was murdered. There was 8x more cocaine in his stomach than a lethal dose. And Depp was in there.'
"b'RT @Fran_Supremacy: When Johnny Depp said ""I don\'t  believe, I don\'t believe, humans anymore"" I felt that'"
b'RT @johndeppwarrior: ICYMI \xe2\x80\x94 I only joined TikTok because Johnny Depp said to\xe2\x80\xa6posted a few videos and have more in the queue\xe2\x80\xa6so should I st\xe2\x80\xa6'
"b'@DrProudman @Eve_Barlow What does Depp have to do with Pitt? If Brad Pitt think he can win  a case in court,he has\xe2\x80\xa6 https://t.co/bDLoP6hjtE'"
b'RT @ninasdepp: thee johnny depp aesthetic: a necessary thread \xe2\x99\xa1 https://t.co/15CVurh25H'
"b""RT @ccastle13: @DrProudman Well, Depp told the truth. He never hit Amber.  I'd say Amber gave a playbook too on how to respond."""
